B11,B12,B2,B3,B4,B8,NDBI,NDVI,builtup,lon,lat
2055.5,1462.5,408.5,661.0,731.0,2525.5,-0.1025976836681366,0.5510517358779907,0,36.88298401961511,-1.2138485276665034
1956.5,1163.0,453.0,633.0,534.0,2445.5,-0.11108586937189102,0.641550600528717,0,36.89609942276325,-1.2522964218268189
2248.0,1513.0,454.0,714.0,766.0,2520.0,-0.057046979665756226,0.5337796807289124,0,36.91810814722418,-1.2190587563143966
1967.5,1442.0,385.5,545.5,561.5,2223.0,-0.06097124516963959,0.5966960191726685,0,36.908406342155686,-1.2381030403377304
2214.0,1577.0,454.0,733.0,694.0,2221.0,-0.0015783540438860655,0.5238422155380249,0,36.91092162495122,-1.2496913075028724
2396.0,1659.0,572.0,786.0,908.0,2244.0,0.032758619636297226,0.4238578677177429,0,36.913706402332,-1.225796120945293
2337.5,1565.5,470.5,783.0,763.5,2996.5,-0.12354705482721329,0.5938829779624939,0,36.90858600521251,-1.23531826295696
2424.0,1523.0,464.0,751.0,778.0,2889.0,-0.08752117305994034,0.5756749510765076,0,36.912269097877406,-1.2150163375358587
2364.0,1699.0,701.5,1018.0,970.0,2979.0,-0.11510387063026428,0.5087363719940186,0,36.896997738047375,-1.2518472641847591
2444.0,1615.0,503.0,722.0,703.0,2519.0,-0.015111827291548252,0.5636250972747803,0,36.890260373416474,-1.2261554470589409
2194.0,1373.0,433.0,728.0,684.0,2388.0,-0.042339589446783066,0.5546875,0,36.91092162495122,-1.2082789729049623
1998.0,1787.0,1092.0,1364.0,1676.0,2127.0,-0.031272727996110916,0.1185905858874321,0,36.888373911319825,-1.2042365541264246
1714.5,1095.5,423.5,580.5,619.0,2314.0,-0.14881469309329987,0.577906608581543,0,36.886667112279994,-1.222202859808815
1860.0,991.0,372.0,630.0,435.0,3849.0,-0.34839725494384766,0.7969187498092651,0,36.89133835175742,-1.2042365541264246
2437.0,1768.0,450.0,726.0,736.0,2288.0,0.03153439238667488,0.5132275223731995,0,36.89223666704154,-1.2046857117684844
2593.5,1936.0,646.0,923.5,1037.0,2303.0,0.05932809039950371,0.3790419101715088,0,36.90750802687157,-1.2285808983260635
3733.0,2522.0,1452.0,1762.0,2120.0,2414.0,0.21457621455192566,0.06484340876340866,0,36.878133117080864,-1.2404386600764412
2235.5,1398.5,380.0,580.5,532.5,2787.5,-0.10989448428153992,0.6792168617248535,0,36.89439262372343,-1.2285808983260635
2105.0,1352.5,384.0,619.0,665.5,2308.0,-0.04600045457482338,0.5523793697357178,0,36.87858227472292,-1.2269639308146485
1741.5,1123.5,359.5,570.0,558.0,2554.0,-0.18915143609046936,0.6413881778717041,0,36.88091789446163,-1.2318148333488939
2509.5,1630.5,560.0,873.5,808.0,2861.0,-0.06545014679431915,0.5595530271530151,0,36.893853634552954,-1.2151960005926827
2793.5,2113.0,671.0,914.0,1134.0,2326.5,0.09121093899011612,0.34460338950157166,0,36.9107419618944,-1.237025061996787
2601.0,2364.0,689.0,951.0,1245.0,1905.0,0.15446071326732635,0.20952381193637848,0,36.907238532286335,-1.2249876371895854
1773.0,1277.0,309.0,473.0,458.0,1765.0,0.0022611645981669426,0.5879442095756531,0,36.87229406773408,-1.2249876371895854
2486.0,1874.0,414.5,671.0,976.0,2288.5,0.04136558622121811,0.4020523726940155,0,36.90526223866127,-1.2319046648773058
1969.0,1629.0,705.0,984.0,1080.0,2220.0,-0.0599188357591629,0.34545454382896423,0,36.87570766581374,-1.2188790932575728
3068.0,2388.0,678.0,960.0,1140.0,2602.0,0.08218695223331451,0.39070016145706177,0,36.89852487403037,-1.2319944964057177
2178.0,1502.5,421.0,676.5,656.5,2960.0,-0.15219929814338684,0.6369417905807495,0,36.90184864058162,-1.214387516836975
1982.0,1902.5,829.0,1038.0,1282.0,1442.5,0.15754124522209167,0.05890989303588867,0,36.89825537944514,-1.255889682963297
2222.0,1578.0,381.0,607.0,943.0,1902.0,0.0775945708155632,0.3370825946331024,0,36.90310628197938,-1.2327131486330134
1801.5,1001.0,297.0,522.5,383.0,2686.0,-0.19710306823253632,0.7504072785377502,0,36.88199587280258,-1.2250774687179975
2138.0,1607.0,664.0,990.0,1208.0,2210.0,-0.016559338197112083,0.29315388202667236,0,36.873821203717085,-1.2385521979797902
